id_registro,departamento,id_departamento,municipio,id_municipio,producto,id_producto,fecha,cantidad,precio,venta,estado,id_region,region,validacion,causa_modificacion
11530,Guaviare,5795,Miraflores,5795003,NARANJITA,4,2024-12-14,51,600,30600,F,5,Region Llano,valido,
11531,Antioquia,5705,Itagui,5705058,COLOMBIANITA,1,2024-03-27,19,1200,22800,F,1,Region Eje Cafetero - Antioquia,valido,
11532,Bolivar,5713,Arroyohondo,5713005,NARANJITA,4,2024-12-09,59,600,35400,F,4,Region Caribe,valido,
11533,Valle del Cauca,5776,Obando,5776026,MANGOSON,3,2024-03-07,41,900,36900,F,6,Region Pacifico,valido,
11534,Risaralda,5766,Santuario,5766014,NARANJITA,4,2024-09-02,116,600,69600,F,1,Region Eje Cafetero - Antioquia,valido,
11535,Valle del Cauca,5776,Pradera,5776028,MANZALOCA,2,2024-11-02,124,1000,124000,F,6,Region Pacifico,valido,
11536,Choco,5727,Acandi,5727001,NARANJITA,4,2024-07-01,14,600,8400,F,6,Region Pacifico,valido,
11537,Choco,5727,Acandi,5727001,COLOMBIANITA,1,2024-04-01,101,1200,121200,F,6,Region Pacifico,valido,
11538,Boyaca,5715,Pauna,5715067,MANZALOCA,2,2024-06-11,116,1000,116000,F,2,Region Centro Oriente,valido,
11539,Cauca,5719,Silvia,5719034,COLOMBIANITA,1,2024-06-25,197,1200,236400,F,6,Region Pacifico,valido,
11540,Tolima,5773,Ambalema,5773003,COLOMBIANITA,1,2024-01-28,179,1200,214800,F,3,Region Centro Sur,valido,
11541,Boyaca,5715,Chiquinquira,5715016,MANGOSON,3,2024-02-01,4,900,3600,F,2,Region Centro Oriente,valido,
11542,Antioquia,5705,Caracoli,5705026,NARANJITA,4,2024-11-21,43,600,25800,F,1,Region Eje Cafetero - Antioquia,valido,
11543,Boyaca,5715,Samaca,5715079,MANGOSON,3,2024-03-21,139,900,125100,F,2,Region Centro Oriente,valido,
11544,Caqueta,5718,Solita,5718015,COLOMBIANITA,1,2024-08-06,162,1200,194400,F,3,Region Centro Sur,valido,
11545,Cundinamarca,5725,San Cayetano,5725078,MANZALOCA,2,2024-12-05,138,1000,138000,F,2,Region Centro Oriente,valido,
11546,Bolivar,5713,Arroyohondo,5713005,COLOMBIANITA,1,2024-07-27,198,1200,237600,F,4,Region Caribe,valido,
11547,Putumayo,5786,Colon,5786001,MANGOSON,3,2024-08-07,26,900,23400,F,3,Region Centro Sur,valido,
11548,Antioquia,5705,Buritica,5705021,MANGOSON,3,2024-10-15,88,900,79200,F,1,Region Eje Cafetero - Antioquia,valido,
11549,Meta,5750,Villavicencio,5750028,MANGOSON,3,2024-02-07,36,900,32400,F,5,Region Llano,valido,
11550,Cauca,5719,Caloto,5719008,MANGOSON,3,2024-07-23,20,900,18000,F,6,Region Pacifico,valido,
11551,Risaralda,5766,Apia,5766001,MANGOSON,3,2024-11-21,71,900,63900,F,1,Region Eje Cafetero - Antioquia,valido,
11552,Risaralda,5766,Marsella,5766008,NARANJITA,4,2024-11-15,18,600,10800,F,1,Region Eje Cafetero - Antioquia,valido,
11553,Atlantico,5708,Baranoa,5708001,MANGOSON,3,2024-07-24,141,900,126900,F,4,Region Caribe,valido,
11554,Cauca,5719,Buenos Aires,5719005,MANGOSON,3,2024-10-21,163,900,146700,F,6,Region Pacifico,valido,
11555,Cundinamarca,5725,Tena,5725095,NARANJITA,4,2024-04-23,9,600,5400,F,2,Region Centro Oriente,valido,
11556,La Guajira,5744,San Juan del Cesar,5744012,NARANJITA,4,2024-08-09,164,600,98400,F,4,Region Caribe,valido,
11557,Cesar,5720,La Gloria,5720013,COLOMBIANITA,1,2024-08-24,93,1200,111600,F,4,Region Caribe,valido,
11558,Cauca,5719,Guachene,5719012,MANGOSON,3,2024-01-14,104,900,93600,F,6,Region Pacifico,valido,
11559,Cundinamarca,5725,Cota,5725022,NARANJITA,4,2024-06-04,144,600,86400,F,2,Region Centro Oriente,valido,
11560,Putumayo,5786,Colon,5786001,NARANJITA,4,2024-03-26,183,600,109800,F,3,Region Centro Sur,valido,
11561,Magdalena,5747,Pueblo Viejo,5747018,NARANJITA,4,2024-07-26,30,600,18000,F,4,Region Caribe,valido,
11562,Santander,5768,Simacota,5768077,COLOMBIANITA,1,2024-01-17,79,1200,94800,F,2,Region Centro Oriente,valido,
11563,Boyaca,5715,Guayata,5715041,MANGOSON,3,2024-01-08,17,900,15300,F,2,Region Centro Oriente,valido,
11564,Norte de Santander,5754,Cucutilla,5754011,NARANJITA,4,2024-10-05,118,600,70800,F,2,Region Centro Oriente,valido,
11565,Santander,5768,Vetas,5768085,COLOMBIANITA,1,2024-10-04,102,1200,122400,F,2,Region Centro Oriente,valido,
11566,Tolima,5773,Coyaima,5773012,MANZALOCA,2,2024-10-22,18,1000,18000,F,3,Region Centro Sur,valido,
11567,Cundinamarca,5725,Villeta,5725111,MANZALOCA,2,2024-09-09,7,1000,7000,F,2,Region Centro Oriente,valido,
11568,Bolivar,5713,Simiti,5713039,NARANJITA,4,2024-12-08,177,600,106200,F,4,Region Caribe,valido,
11569,Antioquia,5705,San Juan de Uraba,5705094,MANGOSON,3,2024-01-09,167,900,150300,F,1,Region Eje Cafetero - Antioquia,valido,
11570,Tolima,5773,Villarrica,5773047,NARANJITA,4,2024-02-18,148,600,88800,F,3,Region Centro Sur,valido,
11571,Valle del Cauca,5776,Buenaventura,5776006,MANGOSON,3,2024-02-01,121,900,108900,F,6,Region Pacifico,valido,
11572,Cundinamarca,5725,Ubala,5725102,COLOMBIANITA,1,2024-09-23,33,1200,39600,F,2,Region Centro Oriente,valido,
11573,Huila,5741,Nataga,5741018,MANZALOCA,2,2024-11-08,111,1000,111000,F,3,Region Centro Sur,valido,
11574,Meta,5750,Villavicencio,5750028,MANZALOCA,2,2024-01-19,30,1000,30000,F,5,Region Llano,valido,
11575,Nariño,5752,Cumbal,5752014,COLOMBIANITA,1,2024-08-17,178,1200,213600,F,6,Region Pacifico,valido,
11576,Cesar,5720,La Paz,5720015,MANGOSON,3,2024-08-14,182,900,163800,F,4,Region Caribe,valido,
11577,Valle del Cauca,5776,Guacari,5776020,NARANJITA,4,2024-02-09,39,600,23400,F,6,Region Pacifico,valido,
11578,Antioquia,5705,Gomez Plata,5705051,NARANJITA,4,2024-11-11,11,600,6600,F,1,Region Eje Cafetero - Antioquia,valido,
11579,Tolima,5773,Guamo,5773019,MANGOSON,3,2024-04-15,151,900,135900,F,3,Region Centro Sur,valido,
11580,Cordoba,5723,Ayapel,5723001,MANGOSON,3,2024-07-21,58,900,52200,F,4,Region Caribe,valido,
11581,Cundinamarca,5725,Puli,5725071,NARANJITA,4,2024-05-04,151,600,90600,F,2,Region Centro Oriente,valido,
11582,Antioquia,5705,Bello,5705016,NARANJITA,4,2024-02-01,185,600,111000,F,1,Region Eje Cafetero - Antioquia,valido,
11583,Cundinamarca,5725,Tocancipa,5725100,NARANJITA,4,2024-11-22,83,600,49800,F,2,Region Centro Oriente,valido,
11584,Cauca,5719,Balboa,5719003,NARANJITA,4,2024-06-14,134,600,80400,F,6,Region Pacifico,valido,
11585,Cordoba,5723,Tierralta,5723028,NARANJITA,4,2024-06-08,165,600,99000,F,4,Region Caribe,valido,
11586,Boyaca,5715,Tuta,5715117,NARANJITA,4,2024-10-16,94,600,56400,F,2,Region Centro Oriente,valido,
11587,Choco,5727,Nuqui,5727022,MANZALOCA,2,2024-10-05,18,1000,18000,F,6,Region Pacifico,valido,
11588,Antioquia,5705,San Roque,5705099,MANZALOCA,2,2024-02-05,148,1000,148000,F,1,Region Eje Cafetero - Antioquia,valido,
11589,Cundinamarca,5725,Guayabal de Siquima,5725044,MANZALOCA,2,2024-02-27,193,1000,193000,F,2,Region Centro Oriente,valido,
11590,Antioquia,5705,Cañasgordas,5705031,NARANJITA,4,2024-08-05,179,600,107400,F,1,Region Eje Cafetero - Antioquia,valido,
11591,Atlantico,5708,Suan,5708021,COLOMBIANITA,1,2024-06-10,1,1200,1200,F,4,Region Caribe,valido,
11592,Cauca,5719,Caldono,5719007,MANZALOCA,2,2024-10-05,112,1000,112000,F,6,Region Pacifico,valido,
11593,Tolima,5773,Planadas,5773033,COLOMBIANITA,1,2024-10-13,185,1200,222000,F,3,Region Centro Sur,valido,
11594,Antioquia,5705,Caracoli,5705026,MANGOSON,3,2024-11-24,186,900,167400,F,1,Region Eje Cafetero - Antioquia,valido,
11595,Nariño,5752,Cordoba,5752012,COLOMBIANITA,1,2024-11-23,11,1200,13200,F,6,Region Pacifico,valido,
11596,Huila,5741,Colombia,5741008,MANGOSON,3,2024-03-15,86,900,77400,F,3,Region Centro Sur,valido,
11597,Santander,5768,Betulia,5768007,MANZALOCA,2,2024-12-03,41,1000,41000,F,2,Region Centro Oriente,valido,
11598,Tolima,5773,Ataco,5773006,MANZALOCA,2,2024-06-11,61,1000,61000,F,3,Region Centro Sur,valido,
11599,Atlantico,5708,Ponedera,5708013,MANZALOCA,2,2024-02-08,99,1000,99000,F,4,Region Caribe,modificado,A: fecha 24-02-08 -> 2024-02-08. InterpretaciÃ³n AA-MM-DD y aÃ±o 2024.
11600,Magdalena,5747,Pivijay,5747016,COLOMBIANITA,1,2024-06-05,152,1200,182400,F,4,Region Caribe,valido,
11601,Cundinamarca,5725,Tena,5725095,MANZALOCA,2,2024-07-27,151,1000,151000,F,2,Region Centro Oriente,valido,
11602,Risaralda,5766,La Virginia,5766007,COLOMBIANITA,1,2024-11-13,172,1200,206400,F,1,Region Eje Cafetero - Antioquia,valido,
11603,Cauca,5719,Totoro,5719041,MANGOSON,3,2024-08-16,39,900,35100,F,6,Region Pacifico,valido,
11604,Caldas,5717,Victoria,5717025,NARANJITA,4,2024-01-28,56,600,33600,F,1,Region Eje Cafetero - Antioquia,valido,
11605,Boyaca,5715,Cienega,5715023,NARANJITA,4,2024-03-09,53,600,31800,F,2,Region Centro Oriente,valido,
11606,Arauca,5781,Arauca,5781001,NARANJITA,4,2024-12-17,100,600,60000,F,5,Region Llano,valido,
11607,La Guajira,5744,Villanueva,5744015,NARANJITA,4,2024-04-06,2,600,1200,F,4,Region Caribe,valido,
11608,Santander,5768,Guavata,5768040,MANGOSON,3,2024-04-10,19,900,17100,F,2,Region Centro Oriente,valido,
11609,Antioquia,5705,El Carmen de Viboral,5705043,MANZALOCA,2,2024-09-09,21,1000,21000,F,1,Region Eje Cafetero - Antioquia,valido,
11610,Santander,5768,Pinchote,5768062,MANZALOCA,2,2024-12-09,162,1000,162000,F,2,Region Centro Oriente,valido,
11611,Tolima,5773,Piedras,5773032,NARANJITA,4,2024-04-27,196,600,117600,F,3,Region Centro Sur,valido,
11612,Valle del Cauca,5776,La Victoria,5776025,COLOMBIANITA,1,2024-02-05,30,1200,36000,F,6,Region Pacifico,valido,
11613,Cordoba,5723,Ayapel,5723001,MANZALOCA,2,2024-09-22,25,1000,25000,F,4,Region Caribe,valido,
11614,Antioquia,5705,Anori,5705009,MANGOSON,3,2024-07-24,85,900,76500,F,1,Region Eje Cafetero - Antioquia,valido,
11615,Guaviare,5795,Miraflores,5795003,COLOMBIANITA,1,2024-03-07,66,1200,79200,F,5,Region Llano,valido,
11616,Cundinamarca,5725,Nemocon,5725061,MANGOSON,3,2024-12-10,60,900,54000,F,2,Region Centro Oriente,valido,
11617,Tolima,5773,Alpujarra,5773001,NARANJITA,4,2024-03-28,55,600,33000,F,3,Region Centro Sur,valido,
11618,Risaralda,5766,La Celia,5766006,NARANJITA,4,2024-09-07,25,600,15000,F,1,Region Eje Cafetero - Antioquia,valido,
11619,Bolivar,5713,Arenal,5713003,MANZALOCA,2,2024-03-27,17,1000,17000,F,4,Region Caribe,valido,
11620,Tolima,5773,San Antonio,5773040,MANZALOCA,2,2024-10-17,102,1000,102000,F,3,Region Centro Sur,valido,
11621,Santander,5768,Hato,5768042,MANZALOCA,2,2024-08-24,110,1000,110000,F,2,Region Centro Oriente,valido,
11622,Magdalena,5747,El Banco,5747008,NARANJITA,4,2024-01-09,87,600,52200,F,4,Region Caribe,valido,
11623,Cauca,5719,Guachene,5719012,MANZALOCA,2,2024-04-08,165,1000,165000,F,6,Region Pacifico,valido,
11624,Tolima,5773,Herveo,5773020,NARANJITA,4,2024-06-01,99,600,59400,F,3,Region Centro Sur,valido,
11625,Choco,5727,Rio Quito,5727025,MANZALOCA,2,2024-04-16,47,1000,47000,F,6,Region Pacifico,valido,
11626,Cordoba,5723,Sahagun,5723021,MANGOSON,3,2024-05-08,16,900,14400,F,4,Region Caribe,valido,
11627,Cundinamarca,5725,Yacopi,5725113,MANGOSON,3,2024-01-06,128,900,115200,F,2,Region Centro Oriente,valido,
11628,Cauca,5719,Corinto,5719009,COLOMBIANITA,1,2024-02-15,74,1200,88800,F,6,Region Pacifico,valido,
11629,Cesar,5720,Chiriguana,5720007,MANZALOCA,2,2024-12-06,165,1000,165000,F,4,Region Caribe,valido,
11630,Choco,5727,El Canton del San Pablo,5727012,NARANJITA,4,2024-05-14,129,600,77400,F,6,Region Pacifico,valido,
11631,Guainia,5794,Mapiripana,5794005,MANZALOCA,2,2024-10-26,115,1000,115000,F,5,Region Llano,valido,
11632,Meta,5750,Cumaral,5750006,NARANJITA,4,2024-01-05,153,600,91800,F,5,Region Llano,valido,
11633,Norte de Santander,5754,Cucuta,5754010,MANZALOCA,2,2024-10-13,129,1000,129000,F,2,Region Centro Oriente,valido,
11634,Cesar,5720,Pailitas,5720017,NARANJITA,4,2024-03-19,155,600,93000,F,4,Region Caribe,valido,
11635,Choco,5727,Carmen del Darien,5727009,MANGOSON,3,2024-08-14,1,900,900,F,6,Region Pacifico,valido,
11636,Cordoba,5723,Cotorra,5723008,NARANJITA,4,2024-07-24,99,600,59400,F,4,Region Caribe,valido,
11637,Cundinamarca,5725,Simijaca,5725085,MANZALOCA,2,2024-03-06,23,1000,23000,F,2,Region Centro Oriente,valido,
11638,Huila,5741,Altamira,5741005,COLOMBIANITA,1,2024-11-27,56,1200,67200,F,3,Region Centro Sur,valido,
11639,Norte de Santander,5754,Salazar,5754030,MANGOSON,3,2024-06-10,165,900,148500,F,2,Region Centro Oriente,valido,
11640,Boyaca,5715,Buena Vista,5715010,NARANJITA,4,2024-04-06,32,600,19200,F,2,Region Centro Oriente,valido,
11641,Nariño,5752,El Tablon de Gomez,5752019,MANZALOCA,2,2024-12-19,1,1000,1000,F,6,Region Pacifico,valido,
11642,Bolivar,5713,Montecristo,5713022,NARANJITA,4,2024-02-16,49,600,29400,F,4,Region Caribe,valido,
11643,Valle del Cauca,5776,Ulloa,5776037,COLOMBIANITA,1,2024-04-03,170,1200,204000,F,6,Region Pacifico,valido,
11644,Antioquia,5705,Puerto Triunfo,5705082,NARANJITA,4,2024-05-23,9,600,5400,F,1,Region Eje Cafetero - Antioquia,valido,
11645,Meta,5750,San Juanito,5750025,MANZALOCA,2,2024-04-28,28,1000,28000,F,5,Region Llano,valido,
11646,Norte de Santander,5754,Cucuta,5754010,COLOMBIANITA,1,2024-08-14,32,1200,38400,F,2,Region Centro Oriente,valido,
11647,Quindio,5763,Cordoba,5763005,MANGOSON,3,2024-07-05,194,900,174600,F,1,Region Eje Cafetero - Antioquia,valido,
11648,Boyaca,5715,Guayata,5715041,MANZALOCA,2,2024-08-24,200,1000,200000,F,2,Region Centro Oriente,valido,
11649,Cundinamarca,5725,Vergara,5725106,NARANJITA,4,2024-10-21,112,600,67200,F,2,Region Centro Oriente,valido,
11650,Bolivar,5713,San Juan Nepomuceno,5713033,NARANJITA,4,2024-01-24,55,600,33000,F,4,Region Caribe,valido,
11651,Amazonas,5791,La Chorrera,5791002,MANZALOCA,2,2024-07-04,146,1000,146000,F,3,Region Centro Sur,valido,
11652,Norte de Santander,5754,Herran,5754018,MANGOSON,3,2024-09-26,194,900,174600,F,2,Region Centro Oriente,valido,
11653,Caldas,5717,Riosucio,5717019,MANGOSON,3,2024-09-12,124,900,111600,F,1,Region Eje Cafetero - Antioquia,valido,
11654,Norte de Santander,5754,Mutiscua,5754024,MANZALOCA,2,2024-12-09,106,1000,106000,F,2,Region Centro Oriente,valido,
11655,Bolivar,5713,Margarita,5713019,MANGOSON,3,2024-05-21,33,900,29700,F,4,Region Caribe,valido,
11656,Bolivar,5713,Hatillo de Loba,5713016,NARANJITA,4,2024-03-26,55,600,33000,F,4,Region Caribe,valido,
11657,Antioquia,5705,Puerto Berrio,5705080,MANZALOCA,2,2024-03-06,102,1000,102000,F,1,Region Eje Cafetero - Antioquia,valido,
11658,Cundinamarca,5725,La Palma,5725051,MANZALOCA,2,2024-10-17,177,1000,177000,F,2,Region Centro Oriente,valido,
11659,Cauca,5719,Santander de Quilichao,5719033,MANGOSON,3,2024-05-21,102,900,91800,F,6,Region Pacifico,valido,
11660,Guaviare,5795,Calamar,5795001,MANZALOCA,2,2024-07-07,193,1000,193000,F,5,Region Llano,valido,
11661,Santander,5768,San Miguel,5768073,NARANJITA,4,2024-02-13,18,600,10800,F,2,Region Centro Oriente,valido,
11662,Cundinamarca,5725,Yacopi,5725113,NARANJITA,4,2024-06-27,106,600,63600,F,2,Region Centro Oriente,valido,
11663,Cundinamarca,5725,Facatativa,5725027,NARANJITA,4,2024-11-16,22,600,13200,F,2,Region Centro Oriente,valido,
11664,Bolivar,5713,Turbaco,5713043,COLOMBIANITA,1,2024-09-03,176,1200,211200,F,4,Region Caribe,valido,
11665,Antioquia,5705,Segovia,5705105,COLOMBIANITA,1,2024-09-11,20,1200,24000,F,1,Region Eje Cafetero - Antioquia,valido,
11666,Valle del Cauca,5776,Versalles,5776038,NARANJITA,4,2024-09-22,180,600,108000,F,6,Region Pacifico,valido,
11667,Antioquia,5705,Argelia,5705013,MANGOSON,3,2024-09-10,73,900,65700,F,1,Region Eje Cafetero - Antioquia,valido,
11668,Boyaca,5715,Viracacha,5715122,MANGOSON,3,2024-08-24,113,900,101700,F,2,Region Centro Oriente,valido,
11669,Valle del Cauca,5776,Versalles,5776038,MANZALOCA,2,2024-03-24,185,1000,185000,F,6,Region Pacifico,valido,
11670,Santander,5768,Zapatoca,5768087,MANZALOCA,2,2024-12-05,113,1000,113000,F,2,Region Centro Oriente,valido,
11671,Cundinamarca,5725,Guaduas,5725040,COLOMBIANITA,1,2024-03-19,191,1200,229200,F,2,Region Centro Oriente,valido,
11672,Meta,5750,Barranca de Upia,5750002,MANGOSON,3,2024-02-06,95,900,85500,F,5,Region Llano,valido,
11673,La Guajira,5744,Villanueva,5744015,MANZALOCA,2,2024-07-07,44,1000,44000,F,4,Region Caribe,valido,
11674,Sucre,5770,Palmito,5770015,COLOMBIANITA,1,2024-05-09,72,1200,86400,F,4,Region Caribe,valido,
11675,Nariño,5752,El Tablon de Gomez,5752019,NARANJITA,4,2024-09-26,12,600,7200,F,6,Region Pacifico,valido,
11676,Vaupes,5797,Caruru,5797001,COLOMBIANITA,1,2024-04-22,187,1200,224400,F,3,Region Centro Sur,valido,
11677,Cundinamarca,5725,Villagomez,5725109,NARANJITA,4,2024-02-28,188,600,112800,F,2,Region Centro Oriente,valido,
11678,Cundinamarca,5725,Fusagasuga,5725032,MANZALOCA,2,2024-04-05,14,1000,14000,F,2,Region Centro Oriente,valido,
11679,Caldas,5717,Villamaria,5717026,MANGOSON,3,2024-08-12,142,900,127800,F,1,Region Eje Cafetero - Antioquia,valido,
11680,Boyaca,5715,Santana,5715089,COLOMBIANITA,1,2024-11-10,64,1200,76800,F,2,Region Centro Oriente,valido,
11681,Caldas,5717,La Merced,5717008,NARANJITA,4,2024-08-20,39,600,23400,F,1,Region Eje Cafetero - Antioquia,valido,
11682,Cundinamarca,5725,Simijaca,5725085,MANGOSON,3,2024-05-06,35,900,31500,F,2,Region Centro Oriente,valido,
11683,Bolivar,5713,Magangue,5713017,MANZALOCA,2,2024-02-11,148,1000,148000,F,4,Region Caribe,valido,
11684,Cundinamarca,5725,Beltran,5725007,MANZALOCA,2,2024-08-10,41,1000,41000,F,2,Region Centro Oriente,valido,
11685,Santander,5768,Socorro,5768078,NARANJITA,4,2024-05-05,194,600,116400,F,2,Region Centro Oriente,valido,
11686,Valle del Cauca,5776,Tulua,5776036,MANGOSON,3,2024-01-27,165,900,148500,F,6,Region Pacifico,valido,
11687,Valle del Cauca,5776,Candelaria,5776011,COLOMBIANITA,1,2024-04-13,156,1200,187200,F,6,Region Pacifico,valido,
11688,Putumayo,5786,Sibundoy,5786011,COLOMBIANITA,1,2024-06-01,39,1200,46800,F,3,Region Centro Sur,valido,
11689,Boyaca,5715,San Luis de Gaceno,5715082,MANGOSON,3,2024-02-20,183,900,164700,F,2,Region Centro Oriente,valido,
11690,Nariño,5752,El Tambo,5752020,MANGOSON,3,2024-07-08,129,900,116100,F,6,Region Pacifico,valido,
11691,Antioquia,5705,Arboletes,5705012,MANZALOCA,2,2024-06-02,172,1000,172000,F,1,Region Eje Cafetero - Antioquia,valido,
11692,Santander,5768,Albania,5768002,MANGOSON,3,2024-11-15,143,900,128700,F,2,Region Centro Oriente,valido,
11693,Antioquia,5705,Gomez Plata,5705051,COLOMBIANITA,1,2024-02-19,17,1200,20400,F,1,Region Eje Cafetero - Antioquia,valido,
11694,Cauca,5719,Villa Rica,5719042,MANZALOCA,2,2024-01-28,151,1000,151000,F,6,Region Pacifico,valido,
11695,Santander,5768,Coromoro,5768024,MANZALOCA,2,2024-06-25,77,1000,77000,F,2,Region Centro Oriente,valido,
11696,Atlantico,5708,Usiacuri,5708023,MANGOSON,3,2024-04-11,37,900,33300,F,4,Region Caribe,valido,
11697,Cundinamarca,5725,Junin,5725048,NARANJITA,4,2024-05-16,168,600,100800,F,2,Region Centro Oriente,valido,
11698,Antioquia,5705,Betulia,5705019,MANGOSON,3,2024-12-26,159,900,143100,F,1,Region Eje Cafetero - Antioquia,valido,
11699,Meta,5750,Puerto Concordia,5750017,MANGOSON,3,2024-10-09,50,900,45000,F,5,Region Llano,valido,
11700,Boyaca,5715,Cuitiva,5715030,MANZALOCA,2,2024-01-02,69,1000,69000,F,2,Region Centro Oriente,valido,
11701,Nariño,5752,Santacruz,5752059,MANGOSON,3,2024-08-20,17,900,15300,F,6,Region Pacifico,valido,
11702,Antioquia,5705,Vegachi,5705118,MANZALOCA,2,2024-12-24,60,1000,60000,F,1,Region Eje Cafetero - Antioquia,valido,
11703,Meta,5750,Puerto Lleras,5750019,MANZALOCA,2,2024-04-10,171,1000,171000,F,5,Region Llano,valido,
11704,Antioquia,5705,Angostura,5705008,MANZALOCA,2,2024-06-20,193,1000,193000,F,1,Region Eje Cafetero - Antioquia,valido,
11705,Quindio,5763,La Tebaida,5763008,MANZALOCA,2,2024-03-25,120,1000,120000,F,1,Region Eje Cafetero - Antioquia,valido,
11706,Caldas,5717,Aguadas,5717001,NARANJITA,4,2024-09-08,5,600,3000,F,1,Region Eje Cafetero - Antioquia,valido,
11707,Meta,5750,Puerto Rico,5750021,NARANJITA,4,2024-07-02,154,600,92400,F,5,Region Llano,valido,
11708,Valle del Cauca,5776,Candelaria,5776011,NARANJITA,4,2024-01-05,194,600,116400,F,6,Region Pacifico,valido,
11709,Santander,5768,Capitanejo,5768012,MANZALOCA,2,2024-05-10,182,1000,182000,F,2,Region Centro Oriente,valido,
11710,Valle del Cauca,5776,Florida,5776018,MANZALOCA,2,2024-09-03,132,1000,132000,F,6,Region Pacifico,valido,
11711,Cundinamarca,5725,Anolaima,5725004,COLOMBIANITA,1,2024-11-12,175,1200,210000,F,2,Region Centro Oriente,valido,
11712,Nariño,5752,Los Andes,5752036,MANZALOCA,2,2024-03-20,101,1000,101000,F,6,Region Pacifico,valido,
11713,Boyaca,5715,Togñi,5715111,MANZALOCA,2,2024-01-23,4,1000,4000,F,2,Region Centro Oriente,valido,
11714,Cordoba,5723,Cienaga de Oro,5723007,MANZALOCA,2,2024-12-15,192,1000,192000,F,4,Region Caribe,valido,
11715,Caqueta,5718,La Montañita,5718008,NARANJITA,4,2024-11-12,98,600,58800,F,3,Region Centro Sur,valido,
11716,Antioquia,5705,Puerto Nare,5705081,NARANJITA,4,2024-11-13,33,600,19800,F,1,Region Eje Cafetero - Antioquia,valido,
11717,Cordoba,5723,Monteria,5723014,COLOMBIANITA,1,2024-03-07,79,1200,94800,F,4,Region Caribe,valido,
11718,Cundinamarca,5725,Gutierrez,5725046,MANGOSON,3,2024-09-16,47,900,42300,F,2,Region Centro Oriente,valido,
11719,Cundinamarca,5725,Chipaque,5725018,NARANJITA,4,2024-07-25,28,600,16800,F,2,Region Centro Oriente,valido,
11720,Nariño,5752,Funes,5752022,COLOMBIANITA,1,2024-06-03,188,1200,225600,F,6,Region Pacifico,valido,
11721,Santander,5768,Lebrija,5768048,NARANJITA,4,2024-09-20,150,600,90000,F,2,Region Centro Oriente,valido,
11722,Santander,5768,Barrancabermeja,5768006,NARANJITA,4,2024-02-07,161,600,96600,F,2,Region Centro Oriente,valido,
11723,Choco,5727,Bagado,5727004,COLOMBIANITA,1,2024-02-04,72,1200,86400,F,6,Region Pacifico,valido,
11724,Santander,5768,Concepcion,5768021,MANZALOCA,2,2024-02-09,148,1000,148000,F,2,Region Centro Oriente,valido,
11725,Antioquia,5705,Vigia del Fuerte,5705120,MANZALOCA,2,2024-12-07,66,1000,66000,F,1,Region Eje Cafetero - Antioquia,valido,
11726,Meta,5750,Puerto Lleras,5750019,COLOMBIANITA,1,2024-01-16,104,1200,124800,F,5,Region Llano,valido,
11727,Cauca,5719,Santa Rosa,5719032,MANZALOCA,2,2024-12-15,122,1000,122000,F,6,Region Pacifico,valido,
11728,Cundinamarca,5725,Tibirita,5725098,MANZALOCA,2,2024-06-04,96,1000,96000,F,2,Region Centro Oriente,valido,
11729,Putumayo,5786,Puerto Guzman,5786007,NARANJITA,4,2024-07-28,46,600,27600,F,3,Region Centro Sur,valido,
11730,Cundinamarca,5725,Puerto Salgar,5725070,NARANJITA,4,2024-08-25,129,600,77400,F,2,Region Centro Oriente,valido,
11731,Guainia,5794,La Guadalupe,5794004,COLOMBIANITA,1,2024-01-13,11,1200,13200,F,5,Region Llano,valido,
11732,Choco,5727,Alto Baudo,5727002,NARANJITA,4,2024-02-14,183,600,109800,F,6,Region Pacifico,valido,
11733,Huila,5741,Iquira,5741014,MANGOSON,3,2024-01-23,130,900,117000,F,3,Region Centro Sur,valido,
11734,Antioquia,5705,Tamesis,5705108,NARANJITA,4,2024-11-09,107,600,64200,F,1,Region Eje Cafetero - Antioquia,modificado,"E: producto 0 -> 4 NARANJITA; regla del caso para Tamesis, Antioquia."
11735,Cauca,5719,Balboa,5719003,MANGOSON,3,2024-06-01,55,900,49500,F,6,Region Pacifico,valido,
11736,Santander,5768,Guavata,5768040,MANZALOCA,2,2024-03-04,79,1000,79000,F,2,Region Centro Oriente,valido,
11737,Antioquia,5705,Copacabana,5705038,MANGOSON,3,2024-03-03,28,900,25200,F,1,Region Eje Cafetero - Antioquia,valido,
11738,Choco,5727,Medio San Juan,5727020,MANZALOCA,2,2024-01-04,59,1000,59000,F,6,Region Pacifico,valido,
11739,Caldas,5717,Villamaria,5717026,MANGOSON,3,2024-07-08,11,900,9900,F,1,Region Eje Cafetero - Antioquia,valido,
11740,Caqueta,5718,Cartagena del Chaira,5718003,MANGOSON,3,2024-10-13,106,900,95400,F,3,Region Centro Sur,valido,
11741,Valle del Cauca,5776,Tulua,5776036,COLOMBIANITA,1,2024-09-17,154,1200,184800,F,6,Region Pacifico,valido,
11742,Choco,5727,Condoto,5727011,COLOMBIANITA,1,2024-08-07,139,1200,166800,F,6,Region Pacifico,valido,
11743,Nariño,5752,Providencia,5752046,MANGOSON,3,2024-10-11,66,900,59400,F,6,Region Pacifico,valido,
11744,Santander,5768,Barbosa,5768004,NARANJITA,4,2024-12-18,87,600,52200,F,2,Region Centro Oriente,valido,
