id_registro,id_departamento,id_municipio,id_producto,fecha,cantidad,estado,id_region,validacion,causa_modificacion
12072,5785,5785013,2,2024-04-05,92,F,5,valido,
12073,5705,5705004,1,2024-08-04,104,F,1,valido,
12074,5725,5725091,1,2024-03-11,14,F,2,valido,
12075,5741,5741014,1,2024-05-06,98,F,3,valido,
12076,5715,5715013,3,2024-03-08,172,F,2,valido,
12077,5705,5705119,1,2024-06-26,188,F,1,valido,
12078,5776,5776008,4,2024-09-17,71,F,6,valido,
12079,5715,5715047,3,2024-02-20,32,F,2,valido,
12080,5713,5713002,2,2024-09-12,3,F,4,valido,
12081,5723,5723005,4,2024-05-26,41,F,4,valido,
12082,5715,5715096,3,2024-12-08,117,F,2,valido,
12083,5763,5763011,2,2024-02-24,15,F,1,valido,
12084,5768,5768026,3,2024-04-08,172,F,2,valido,
12085,5786,5786012,4,2024-11-19,99,F,3,valido,
12086,5715,5715047,3,2024-01-16,25,F,2,valido,
12087,5725,5725100,4,2024-11-06,116,F,2,valido,
12088,5718,5718007,4,2024-09-06,29,F,3,valido,
12089,5715,5715068,4,2024-09-23,117,F,2,valido,
12090,5747,5747029,1,2024-01-17,76,F,4,valido,
12091,5744,5744007,3,2024-03-19,152,F,4,valido,
12092,5705,5705008,3,2024-11-18,72,F,1,valido,
12093,5705,5705001,4,2024-08-17,115,F,1,valido,
12094,5752,5752044,1,2024-01-05,137,F,6,valido,
12095,5773,5773045,2,2024-06-21,158,F,3,valido,
12096,5766,5766003,4,2024-06-08,26,F,1,valido,
12097,5741,5741035,1,2024-11-28,172,F,3,valido,
12098,5773,5773012,4,2024-05-01,80,F,3,valido,
12099,5752,5752001,4,2024-02-06,37,F,6,valido,
12100,5768,5768077,1,2024-01-04,143,F,2,valido,
12101,5715,5715102,1,2024-07-27,29,F,2,valido,
12102,5725,5725090,4,2024-02-08,156,F,2,valido,
12103,5752,5752045,2,2024-01-24,44,F,6,valido,
12104,5719,5719017,4,2024-08-10,44,F,6,valido,
12105,5719,5719037,1,2024-04-24,108,F,6,valido,
12106,5768,5768062,4,2024-09-07,187,F,2,valido,
12107,5773,5773017,1,2024-01-10,110,F,3,valido,
12108,5752,5752027,2,2024-04-24,72,F,6,valido,
12109,5786,5786005,1,2024-08-21,53,F,3,valido,
12110,5752,5752012,2,2024-07-17,82,F,6,modificado,A: fecha 024-07-17 -> 2024-07-17. Normalization by format and calendar. Year 2024 based on complete dataset dates.
12111,5713,5713005,1,2024-12-27,95,F,4,valido,
12112,5713,5713035,2,2024-12-01,49,F,4,valido,
12113,5795,5795004,4,2024-01-17,47,F,5,valido,
12114,5705,5705116,3,2024-06-04,117,F,1,valido,
12115,5713,5713009,3,2024-10-25,176,F,4,valido,
12116,5725,5725051,3,2024-03-27,43,F,2,valido,
12117,5723,5723015,2,2024-12-22,125,F,4,valido,
12118,5785,5785013,4,2024-02-15,197,F,5,valido,
12119,5773,5773016,3,2024-04-15,72,F,3,valido,
12120,5723,5723021,1,2024-06-05,164,F,4,valido,
12121,5713,5713023,1,2024-07-28,108,F,4,valido,
12122,5768,5768064,3,2024-11-04,74,F,2,valido,
12123,5727,5727005,3,2024-11-08,110,F,6,valido,
12124,5768,5768009,4,2024-02-12,173,F,2,valido,
12125,5770,5770014,2,2024-05-18,62,F,4,valido,
12126,5741,5741008,1,2024-06-12,86,F,3,valido,
12127,5725,5725024,1,2024-12-26,149,F,2,valido,
12128,5705,5705040,2,2024-10-04,99,F,1,valido,
12129,5741,5741004,2,2024-07-14,88,F,3,valido,
12130,5741,5741020,4,2024-09-16,187,F,3,valido,
12131,5754,5754015,2,2024-08-18,52,F,2,valido,
12132,5768,5768041,4,2024-10-14,136,F,2,valido,
12133,5715,5715023,1,2024-04-10,51,F,2,valido,
12134,5708,5708019,1,2024-12-08,194,F,4,valido,
12135,5725,5725049,4,2024-10-24,131,F,2,valido,
12136,5768,5768078,4,2024-05-24,112,F,2,valido,
12137,5715,5715090,4,2024-08-28,111,F,2,valido,
12138,5717,5717013,2,2024-01-05,165,F,1,valido,
12139,5723,5723008,1,2024-06-11,95,F,4,valido,
12140,5750,5750017,1,2024-06-12,6,F,5,valido,
12141,5768,5768016,4,2024-07-01,102,F,2,valido,
12142,5754,5754029,1,2024-11-14,9,F,2,valido,
12143,5768,5768059,1,2024-08-26,32,F,2,valido,
12144,5705,5705018,2,2024-01-21,62,F,1,valido,
12145,5750,5750010,1,2024-08-15,32,F,5,valido,
12146,5715,5715022,1,2024-08-06,75,F,2,valido,
12147,5768,5768063,2,2024-09-12,96,F,2,valido,
12148,5705,5705104,2,2024-02-20,130,F,1,valido,
12149,5708,5708002,3,2024-05-22,22,F,4,valido,
12150,5770,5770020,1,2024-05-09,152,F,4,valido,
12151,5766,5766006,3,2024-08-22,171,F,1,valido,
12152,5747,5747014,1,2024-05-15,54,F,4,valido,
12153,5791,5791001,4,2024-05-13,13,F,3,valido,
12154,5741,5741015,4,2024-06-25,154,F,3,valido,
12155,5725,5725094,2,2024-05-10,29,F,2,valido,
12156,5754,5754013,2,2024-09-28,59,F,2,valido,
12157,5715,5715112,4,2024-01-06,10,F,2,valido,
12158,5717,5717019,4,2024-02-17,9,F,1,valido,
12159,5773,5773014,2,2024-06-15,182,F,3,valido,
12160,5752,5752002,3,2024-10-08,16,F,6,valido,
12161,5785,5785001,2,2024-02-20,171,F,5,valido,
12162,5799,5799004,2,2024-01-05,111,F,5,valido,
12163,5750,5750015,3,2024-01-28,64,F,5,valido,
12164,5794,5794008,4,2024-11-25,135,F,5,valido,
12165,5768,5768011,2,2024-07-04,159,F,2,valido,
12166,5752,5752013,4,2024-02-26,186,F,6,valido,
12167,5752,5752011,1,2024-04-18,107,F,6,valido,
12168,5785,5785015,1,2024-12-08,77,F,5,valido,
12169,5717,5717011,2,2024-05-14,101,F,1,valido,
12170,5705,5705107,1,2024-06-04,199,F,1,valido,
12171,5705,5705030,4,2024-02-04,138,F,1,valido,
12172,5766,5766009,2,2024-05-03,39,F,1,valido,
12173,5715,5715047,4,2024-11-17,117,F,2,valido,
12174,5705,5705118,2,2024-07-01,111,F,1,valido,
12175,5768,5768042,1,2024-07-11,195,F,2,valido,
12176,5715,5715013,1,2024-05-13,122,F,2,valido,
12177,5747,5747030,3,2024-11-07,108,F,4,valido,
12178,5705,5705052,1,2024-07-21,194,F,1,valido,
12179,5785,5785008,4,2024-02-15,184,F,5,valido,
12180,5768,5768055,3,2024-12-09,181,F,2,valido,
12181,5752,5752002,3,2024-08-26,141,F,6,valido,
12182,5723,5723015,4,2024-01-23,43,F,4,valido,
12183,5768,5768016,3,2024-02-09,100,F,2,valido,
12184,5715,5715024,4,2024-11-06,185,F,2,valido,
12185,5752,5752057,2,2024-02-02,35,F,6,valido,
12186,5717,5717025,4,2024-03-04,118,F,1,valido,
12187,5723,5723002,4,2024-01-01,82,F,4,valido,
12188,5715,5715120,2,2024-05-15,199,F,2,modificado,D: id_departamento 0 -> 5715. Department obtained from the municipality catalog.
12189,5763,5763005,4,2024-12-19,3,F,1,valido,
12190,5725,5725037,4,2024-04-12,97,F,2,valido,
12191,5725,5725037,4,2024-08-27,12,F,2,valido,
12192,5718,5718008,2,2024-06-07,94,F,3,valido,
12193,5715,5715123,1,2024-07-04,4,F,2,valido,
12194,5768,5768022,1,2024-02-03,179,F,2,valido,
12195,5752,5752052,1,2024-06-14,196,F,6,valido,
12196,5708,5708007,4,2024-08-06,22,F,4,valido,
12197,5715,5715102,4,2024-11-12,107,F,2,valido,
12198,5720,5720023,2,2024-01-06,144,F,4,valido,
12199,5705,5705024,1,2024-05-24,16,F,1,valido,
12200,5750,5750006,3,2024-02-18,35,F,5,valido,
12201,5768,5768013,1,2024-07-16,63,F,2,valido,
12202,5715,5715120,4,2024-11-17,95,F,2,valido,
12203,5717,5717017,3,2024-01-10,91,F,1,valido,
12204,5773,5773033,1,2024-12-01,75,F,3,valido,
12205,5705,5705068,2,2024-02-11,159,F,1,valido,
12206,5768,5768010,3,2024-12-13,195,F,2,valido,
12207,5715,5715097,4,2024-10-23,177,F,2,valido,
12208,5715,5715034,3,2024-02-18,174,F,2,valido,
12209,5715,5715100,1,2024-05-13,2,F,2,valido,
12210,5752,5752028,2,2024-12-12,142,F,6,valido,
12211,5773,5773020,2,2024-07-12,115,F,3,valido,
12212,5705,5705116,4,2024-06-27,165,F,1,valido,
12213,5741,5741032,1,2024-03-26,45,F,3,valido,
12214,5705,5705087,1,2024-05-27,171,F,1,valido,
12215,5744,5744007,2,2024-01-25,109,F,4,valido,
12216,5723,5723014,1,2024-11-28,9,F,4,valido,
12217,5725,5725097,4,2024-04-27,131,F,2,valido,
12218,5715,5715093,4,2024-02-27,138,F,2,valido,
12219,5705,5705032,1,2024-11-06,188,F,1,valido,
12220,5705,5705084,4,2024-03-11,155,F,1,valido,
12221,5720,5720004,4,2024-04-09,146,F,4,valido,
12222,5768,5768006,3,2024-02-22,183,F,2,valido,
12223,5725,5725043,2,2024-01-09,184,F,2,valido,
12224,5750,5750029,4,2024-12-26,116,F,5,valido,
12225,5725,5725105,1,2024-10-05,106,F,2,valido,
12226,5752,5752031,1,2024-07-07,25,F,6,valido,
12227,5725,5725086,3,2024-10-14,33,F,2,valido,
12228,5768,5768020,1,2024-04-15,172,F,2,valido,
12229,5752,5752030,2,2024-07-23,70,F,6,valido,
12230,5776,5776002,2,2024-08-18,185,F,6,valido,
12231,5768,5768060,1,2024-05-12,64,F,2,valido,
12232,5754,5754039,3,2024-11-06,39,F,2,valido,
12233,5725,5725052,3,2024-05-02,99,F,2,valido,
12234,5715,5715041,3,2024-09-05,79,F,2,valido,
12235,5725,5725051,3,2024-04-20,18,F,2,valido,
12236,5791,5791010,1,2024-11-28,172,F,3,valido,
12237,5715,5715047,4,2024-04-11,137,F,2,valido,
12238,5715,5715023,4,2024-06-08,129,F,2,valido,
12239,5720,5720017,3,2024-05-03,96,F,4,valido,
12240,5708,5708023,3,2024-06-10,32,F,4,valido,
12241,5715,5715104,3,2024-12-21,180,F,2,valido,
12242,5708,5708003,2,2024-05-17,133,F,4,valido,
12243,5752,5752045,1,2024-05-12,39,F,6,valido,
12244,5763,5763007,2,2024-07-14,8,F,1,valido,
12245,5785,5785013,1,2024-10-27,146,F,5,valido,
12246,5705,5705025,2,2024-02-15,158,F,1,valido,
12247,5754,5754035,4,2024-01-26,27,F,2,valido,
12248,5768,5768068,3,2024-01-27,105,F,2,valido,
12249,5705,5705096,3,2024-12-25,193,F,1,valido,
12250,5725,5725043,1,2024-10-16,53,F,2,valido,
12251,5727,5727029,1,2024-05-11,81,F,6,valido,
12252,5776,5776015,3,2024-01-07,20,F,6,valido,
12253,5725,5725041,2,2024-08-17,49,F,2,valido,
12254,5705,5705118,1,2024-09-16,74,F,1,valido,
12255,5718,5718003,3,2024-04-14,57,F,3,valido,
12256,5752,5752028,3,2024-01-21,19,F,6,valido,
12257,5773,5773040,4,2024-09-12,20,F,3,valido,
12258,5705,5705072,3,2024-09-12,108,F,1,valido,
12259,5727,5727018,1,2024-12-02,31,F,6,valido,
12260,5715,5715037,2,2024-12-06,98,F,2,valido,
12261,5768,5768074,2,2024-09-11,102,F,2,valido,
12262,5741,5741001,2,2024-06-21,30,F,3,valido,
12263,5705,5705122,1,2024-02-09,183,F,1,valido,
12264,5768,5768037,3,2024-04-02,185,F,2,valido,
12265,5715,5715049,2,2024-03-20,93,F,2,valido,
12266,5715,5715107,3,2024-05-25,104,F,2,valido,
12267,5750,5750008,1,2024-03-25,140,F,5,valido,
12268,5705,5705012,4,2024-11-09,194,F,1,valido,
12269,5719,5719002,3,2024-03-09,24,F,6,valido,
12270,5715,5715122,2,2024-05-03,51,F,2,valido,
12271,5717,5717022,3,2024-11-25,115,F,1,valido,
12272,5752,5752052,2,2024-01-12,63,F,6,valido,
12273,5773,5773019,4,2024-08-04,61,F,3,valido,
12274,5713,5713017,4,2024-04-03,10,F,4,valido,
12275,5720,5720022,1,2024-02-02,57,F,4,valido,
12276,5715,5715056,2,2024-08-24,137,F,2,valido,
12277,5727,5727017,2,2024-03-18,27,F,6,valido,
12278,5754,5754037,1,2024-03-03,136,F,2,valido,
12279,5715,5715116,4,2024-05-20,116,F,2,valido,
12280,5717,5717008,2,2024-05-12,65,F,1,valido,
12281,5705,5705080,1,2024-05-22,183,F,1,valido,
12282,5752,5752038,2,2024-04-16,15,F,6,valido,
12283,5708,5708021,4,2024-05-18,178,F,4,valido,
12284,5717,5717008,2,2024-12-02,97,F,1,valido,
12285,5725,5725098,3,2024-11-01,185,F,2,valido,
12286,5725,5725069,1,2024-10-03,19,F,2,valido,
12287,5741,5741031,1,2024-12-13,61,F,3,valido,
12288,5719,5719036,2,2024-09-06,181,F,6,valido,
12289,5705,5705114,1,2024-01-28,81,F,1,valido,
12290,5773,5773033,3,2024-11-19,194,F,3,valido,
12291,5705,5705022,4,2024-12-10,111,F,1,valido,
12292,5725,5725070,3,2024-05-10,136,F,2,valido,
12293,5725,5725062,3,2024-01-19,16,F,2,valido,
12294,5715,5715072,2,2024-07-27,127,F,2,valido,
12295,5786,5786004,3,2024-01-11,125,F,3,valido,
12296,5717,5717027,2,2024-09-19,42,F,1,valido,
12297,5715,5715021,1,2024-11-14,88,F,2,valido,
12298,5705,5705102,4,2024-12-09,129,F,1,valido,
12299,5715,5715004,3,2024-06-03,57,F,2,valido,
12300,5727,5727019,4,2024-10-15,84,F,6,valido,
12301,5705,5705075,1,2024-08-23,162,F,1,valido,
12302,5754,5754003,2,2024-01-15,26,F,2,valido,
12303,5752,5752036,2,2024-04-08,148,F,6,valido,
12304,5719,5719009,2,2024-07-05,165,F,6,valido,
12305,5741,5741032,3,2024-10-05,147,F,3,valido,
12306,5727,5727004,3,2024-06-11,163,F,6,valido,
12307,5715,5715009,1,2024-05-04,125,F,2,valido,
12308,5747,5747013,2,2024-05-25,130,F,4,valido,
12309,5752,5752028,4,2024-01-19,94,F,6,valido,
12310,5763,5763006,1,2024-12-20,23,F,1,valido,
12311,5768,5768073,2,2024-10-05,1,F,2,valido,
12312,5750,5750011,3,2024-01-05,167,F,5,valido,
12313,5705,5705030,2,2024-10-04,33,F,1,valido,
12314,5741,5741034,4,2024-08-04,27,F,3,valido,
12315,5741,5741014,2,2024-01-05,184,F,3,valido,
12316,5768,5768021,4,2024-01-15,93,F,2,valido,
12317,5713,5713025,2,2024-06-19,154,F,4,valido,
12318,5754,5754008,2,2024-04-20,85,F,2,valido,
12319,5776,5776023,3,2024-04-28,167,F,6,valido,
12320,5794,5794006,2,2024-04-25,114,F,5,valido,
12321,5727,5727020,1,2024-11-01,130,F,6,valido,
12322,5750,5750023,3,2024-11-06,170,F,5,valido,
12323,5715,5715088,2,2024-12-11,155,F,2,valido,
12324,5741,5741007,2,2024-06-09,72,F,3,valido,
12325,5786,5786001,3,2024-07-22,156,F,3,valido,
12326,5705,5705124,1,2024-02-05,137,F,1,valido,
12327,5705,5705091,3,2024-01-16,130,F,1,valido,
12328,5719,5719009,2,2024-04-01,90,F,6,valido,
12329,5705,5705100,1,2024-02-23,174,F,1,valido,
12330,5747,5747027,4,2024-02-04,121,F,4,valido,
12331,5750,5750021,1,2024-03-12,199,F,5,valido,
12332,5750,5750025,1,2024-03-04,177,F,5,valido,
12333,5744,5744011,4,2024-01-23,69,F,4,valido,
12334,5715,5715114,2,2024-04-06,50,F,2,valido,
12335,5705,5705118,3,2024-06-07,121,F,1,valido,
12336,5768,5768045,2,2024-08-26,95,F,2,valido,
12337,5705,5705105,3,2024-03-08,192,F,1,valido,
12338,5718,5718014,4,2024-08-15,131,F,3,valido,
12339,5747,5747004,4,2024-05-25,13,F,4,valido,
12340,5754,5754032,2,2024-04-27,61,F,2,valido,
12341,5715,5715088,4,2024-09-06,131,F,2,valido,
12342,5752,5752042,2,2024-06-26,25,F,6,valido,
12343,5725,5725084,1,2024-02-13,62,F,2,valido,
12344,5725,5725038,4,2024-08-16,64,F,2,valido,
12345,5717,5717021,1,2024-03-27,16,F,1,valido,
12346,5763,5763012,3,2024-08-09,72,F,1,valido,
12347,5766,5766005,3,2024-08-15,149,F,1,valido,
12348,5713,5713025,4,2024-05-19,178,F,4,valido,
12349,5752,5752013,3,2024-12-26,199,F,6,valido,
12350,5727,5727002,2,2024-09-04,147,F,6,valido,
12351,5776,5776023,1,2024-05-04,72,F,6,valido,
12352,5725,5725089,4,2024-06-13,24,F,2,valido,
12353,5773,5773031,2,2024-12-09,41,F,3,valido,
12354,5717,5717008,3,2024-12-25,135,F,1,valido,
12355,5705,5705026,2,2024-02-19,25,F,1,valido,
12356,5768,5768018,2,2024-09-09,47,F,2,valido,
12357,5752,5752014,2,2024-07-21,192,F,6,valido,
12358,5763,5763007,1,2024-04-16,192,F,1,valido,
12359,5768,5768048,2,2024-03-06,35,F,2,valido,
12360,5768,5768042,2,2024-09-07,84,F,2,valido,
12361,5768,5768025,1,2024-01-23,3,F,2,valido,
12362,5713,5713018,1,2024-06-09,92,F,4,valido,
12363,5752,5752057,1,2024-08-11,139,F,6,valido,
12364,5718,5718005,3,2024-02-17,140,F,3,valido,
12365,5773,5773047,4,2024-06-10,94,F,3,valido,
12366,5773,5773013,2,2024-10-10,22,F,3,valido,
12367,5752,5752039,2,2024-06-26,197,F,6,valido,
12368,5719,5719021,3,2024-04-02,126,F,6,valido,
12369,5725,5725094,3,2024-04-12,90,F,2,valido,
12370,5776,5776012,1,2024-07-16,87,F,6,valido,
12371,5725,5725031,1,2024-04-27,126,F,2,valido,
12372,5717,5717016,1,2024-11-16,190,F,1,valido,
12373,5752,5752038,2,2024-05-28,116,F,6,valido,
12374,5725,5725085,1,2024-10-07,138,F,2,valido,
12375,5741,5741022,4,2024-06-07,136,F,3,valido,
12376,5705,5705071,3,2024-02-04,161,F,1,valido,
12377,5715,5715083,3,2024-12-05,78,F,2,valido,
12378,5752,5752021,1,2024-01-09,139,F,6,valido,
12379,5720,5720003,2,2024-04-23,65,F,4,valido,
12380,5768,5768048,4,2024-08-26,197,F,2,valido,
12381,5770,5770011,2,2024-06-06,7,F,4,valido,
12382,5747,5747022,4,2024-02-11,113,F,4,valido,
12383,5708,5708011,4,2024-12-19,92,F,4,valido,
12384,5705,5705053,1,2024-03-03,56,F,1,valido,
12385,5752,5752008,3,2024-07-28,165,F,6,valido,
12386,5705,5705111,3,2024-10-25,35,F,1,valido,
12387,5715,5715106,1,2024-09-06,87,F,2,valido,
12388,5785,5785003,1,2024-09-04,3,F,5,valido,
12389,5720,5720023,2,2024-01-05,4,F,4,valido,
12390,5715,5715056,3,2024-12-08,23,F,2,valido,
12391,5715,5715047,3,2024-06-27,181,F,2,valido,
12392,5776,5776033,4,2024-01-23,115,F,6,valido,
12393,5794,5794003,4,2024-11-13,41,F,5,valido,
12394,5766,5766003,3,2024-04-21,43,F,1,valido,
12395,5705,5705041,1,2024-11-27,10,F,1,valido,
12396,5715,5715113,1,2024-11-03,27,F,2,valido,
12397,5750,5750014,3,2024-11-03,176,F,5,valido,
12398,5705,5705121,2,2024-11-16,177,F,1,valido,
12399,5705,5705039,2,2024-10-28,120,F,1,valido,
12400,5708,5708001,2,2024-11-19,35,F,4,valido,
12401,5752,5752027,1,2024-01-06,153,F,6,valido,
12402,5725,5725077,3,2024-06-26,31,F,2,valido,
12403,5705,5705066,1,2024-08-17,30,F,1,valido,
12404,5768,5768071,3,2024-02-24,29,F,2,valido,
12405,5754,5754013,4,2024-01-11,23,F,2,valido,
12406,5776,5776030,2,2024-06-06,200,F,6,valido,
12407,5770,5770014,3,2024-07-26,181,F,4,valido,
12408,5752,5752059,4,2024-08-20,158,F,6,valido,
12409,5770,5770016,4,2024-09-20,7,F,4,valido,
12410,5768,5768033,2,2024-06-07,130,F,2,valido,
12411,5705,5705112,1,2024-08-09,11,F,1,valido,
12412,5715,5715072,4,2024-10-12,92,F,2,valido,
12413,5768,5768085,4,2024-09-22,87,F,2,valido,
12414,5717,5717023,4,2024-12-16,54,F,1,valido,
12415,5715,5715044,3,2024-12-04,25,F,2,valido,
12416,5727,5727015,2,2024-11-21,131,F,6,valido,
12417,5791,5791001,2,2024-10-02,111,F,3,valido,
12418,5725,5725095,2,2024-01-07,131,F,2,valido,
12419,5727,5727029,4,2024-12-10,129,F,6,valido,
12420,5725,5725014,3,2024-08-17,172,F,2,valido,
12421,5744,5744006,1,2024-02-28,102,F,4,valido,
12422,5723,5723004,3,2024-11-27,138,F,4,valido,
12423,5773,5773036,2,2024-06-24,77,F,3,valido,
12424,5747,5747017,2,2024-04-22,180,F,4,valido,
12425,5715,5715109,3,2024-05-13,160,F,2,valido,
12426,5750,5750010,3,2024-01-10,88,F,5,valido,
12427,5747,5747006,3,2024-05-12,102,F,4,valido,
12428,5747,5747023,2,2024-08-25,21,F,4,valido,
12429,5705,5705006,2,2024-01-12,80,F,1,valido,
12430,5768,5768044,4,2024-10-16,138,F,2,valido,
12431,5768,5768050,2,2024-08-14,189,F,2,valido,
12432,5725,5725080,3,2024-02-04,123,F,2,valido,
12433,5705,5705111,3,2024-09-23,192,F,1,valido,
12434,5768,5768051,1,2024-03-11,9,F,2,valido,
12435,5720,5720024,1,2024-08-20,31,F,4,valido,
12436,5773,5773045,3,2024-04-27,153,F,3,valido,
12437,5705,5705105,2,2024-03-10,65,F,1,valido,
12438,5713,5713029,4,2024-05-26,117,F,4,valido,
12439,5715,5715027,1,2024-09-06,28,F,2,valido,
12440,5715,5715098,1,2024-10-05,181,F,2,valido,
12441,5794,5794004,3,2024-06-20,133,F,5,valido,
12442,5705,5705090,3,2024-10-13,62,F,1,valido,
12443,5773,5773028,3,2024-02-13,1,F,3,valido,
12444,5705,5705034,3,2024-03-16,58,F,1,valido,
12445,5768,5768052,3,2024-08-11,149,F,2,valido,
12446,5725,5725077,2,2024-01-01,165,F,2,valido,
12447,5715,5715122,4,2024-10-02,4,F,2,valido,
12448,5763,5763009,3,2024-03-04,47,F,1,valido,
12449,5717,5717012,4,2024-10-11,130,F,1,valido,
12450,5770,5770026,3,2024-06-25,193,F,4,valido,
12451,5713,5713043,3,2024-02-06,184,F,4,valido,
12452,5705,5705069,4,2024-08-21,146,F,1,valido,
12453,5768,5768057,2,2024-11-04,189,F,2,valido,
12454,5768,5768029,3,2024-09-18,145,F,2,valido,
12455,5723,5723005,4,2024-08-06,140,F,4,valido,
12456,5718,5718013,3,2024-05-14,147,F,3,valido,
12457,5715,5715078,3,2024-03-12,19,F,2,valido,
12458,5741,5741012,3,2024-06-25,100,F,3,valido,
12459,5776,5776038,2,2024-11-07,89,F,6,valido,
12460,5754,5754005,2,2024-07-11,181,F,2,valido,
12461,5766,5766011,4,2024-01-11,61,F,1,valido,
12462,5713,5713028,4,2024-07-25,27,F,4,valido,
12463,5705,5705051,3,2024-11-11,15,F,1,valido,
12464,5713,5713045,2,2024-06-25,48,F,4,valido,
12465,5719,5719023,2,2024-07-24,71,F,6,valido,
12466,5768,5768032,4,2024-02-06,2,F,2,valido,
12467,5717,5717007,1,2024-04-02,117,F,1,valido,
12468,5705,5705004,4,2024-07-27,139,F,1,valido,
12469,5768,5768004,4,2024-04-19,75,F,2,valido,
12470,5708,5708012,3,2024-11-08,43,F,4,valido,
12471,5718,5718001,4,2024-03-17,83,F,3,valido,
12472,5741,5741036,4,2024-06-01,56,F,3,valido,
12473,5705,5705073,2,2024-11-18,166,F,1,valido,
12474,5768,5768072,1,2024-10-05,16,F,2,valido,
12475,5705,5705107,4,2024-10-24,10,F,1,valido,
12476,5773,5773034,1,2024-08-06,60,F,3,valido,
12477,5752,5752027,2,2024-07-07,43,F,6,valido,
12478,5705,5705013,4,2024-08-27,72,F,1,valido,
12479,5785,5785003,4,2024-07-18,166,F,5,valido,
12480,5715,5715119,2,2024-03-16,107,F,2,valido,
12481,5705,5705123,1,2024-08-05,180,F,1,valido,
12482,5768,5768063,1,2024-10-23,122,F,2,valido,
12483,5776,5776032,4,2024-08-13,48,F,6,valido,
12484,5768,5768016,4,2024-11-13,15,F,2,valido,
12485,5750,5750029,4,2024-09-22,92,F,5,valido,
12486,5717,5717002,4,2024-05-07,4,F,1,valido,
12487,5750,5750005,3,2024-02-03,118,F,5,valido,
12488,5725,5725060,4,2024-01-21,19,F,2,valido,
12489,5773,5773022,3,2024-10-26,98,F,3,valido,
12490,5768,5768043,3,2024-10-26,91,F,2,valido,
12491,5747,5747009,4,2024-10-19,74,F,4,valido,
12492,5727,5727011,4,2024-10-19,168,F,6,valido,
12493,5719,5719003,3,2024-12-17,117,F,6,valido,
12494,5752,5752056,4,2024-10-21,125,F,6,valido,
12495,5773,5773036,2,2024-07-27,16,F,3,valido,
12496,5795,5795003,4,2024-02-20,45,F,5,valido,
12497,5752,5752011,3,2024-11-28,169,F,6,valido,
12498,5773,5773028,4,2024-03-08,176,F,3,valido,
12499,5741,5741013,4,2024-07-16,91,F,3,valido,
12500,5723,5723016,4,2024-04-11,39,F,4,valido,
12501,5715,5715003,4,2024-03-19,192,F,2,valido,
12502,5754,5754025,4,2024-07-02,109,F,2,valido,
12503,5705,5705113,3,2024-09-13,200,F,1,valido,
12504,5725,5725021,1,2024-02-11,35,F,2,valido,
12505,5773,5773010,4,2024-09-04,172,F,3,valido,
12506,5725,5725046,3,2024-10-18,114,F,2,valido,
12507,5705,5705089,3,2024-04-19,107,F,1,valido,
12508,5723,5723024,4,2024-11-22,141,F,4,valido,
12509,5785,5785017,4,2024-10-02,103,F,5,valido,
12510,5768,5768006,3,2024-07-15,159,F,2,valido,
12511,5719,5719022,1,2024-07-18,25,F,6,valido,
12512,5705,5705056,1,2024-01-07,187,F,1,valido,
12513,5715,5715030,3,2024-07-22,198,F,2,valido,
12514,5725,5725041,2,2024-08-13,37,F,2,valido,
12515,5773,5773002,4,2024-11-15,41,F,3,valido,
12516,5725,5725046,3,2024-08-09,163,F,2,valido,
12517,5750,5750006,4,2024-02-01,163,F,5,valido,
12518,5786,5786005,4,2024-08-21,117,F,3,valido,
12519,5773,5773043,1,2024-02-14,47,F,3,valido,
12520,5773,5773036,4,2024-08-23,96,F,3,valido,
12521,5720,5720014,3,2024-08-18,37,F,4,valido,
12522,5725,5725012,4,2024-11-24,187,F,2,valido,
12523,5723,5723022,2,2024-01-01,35,F,4,valido,
12524,5785,5785019,2,2024-06-26,91,F,5,valido,
12525,5725,5725091,3,2024-01-27,45,F,2,valido,
12526,5752,5752029,1,2024-12-06,2,F,6,valido,
12527,5723,5723027,1,2024-10-25,173,F,4,valido,
12528,5715,5715023,4,2024-05-07,132,F,2,valido,
12529,5744,5744001,1,2024-03-04,116,F,4,valido,
12530,5715,5715026,3,2024-04-21,175,F,2,valido,
12531,5705,5705117,2,2024-10-22,120,F,1,valido,
12532,5705,5705047,3,2024-10-09,130,F,1,valido,
12533,5717,5717017,2,2024-07-01,59,F,1,valido,
12534,5752,5752041,4,2024-10-24,126,F,6,valido,
12535,5752,5752041,3,2024-01-16,40,F,6,valido,
12536,5776,5776033,1,2024-06-23,2,F,6,valido,
12537,5773,5773010,4,2024-03-12,166,F,3,valido,
12538,5705,5705011,3,2024-02-10,123,F,1,valido,
12539,5752,5752014,2,2024-05-18,7,F,6,valido,
12540,5768,5768048,4,2024-03-23,157,F,2,valido,
12541,5752,5752027,2,2024-07-03,149,F,6,valido,
12542,5741,5741001,4,2024-06-03,154,F,3,valido,
12543,5776,5776027,3,2024-04-19,136,F,6,valido,
12544,5752,5752056,1,2024-09-24,190,F,6,valido,
12545,5713,5713037,3,2024-06-26,95,F,4,valido,
12546,5768,5768042,4,2024-05-04,93,F,2,valido,
12547,5715,5715017,1,2024-08-03,112,F,2,valido,
12548,5715,5715064,1,2024-08-02,119,F,2,valido,
12549,5705,5705121,3,2024-03-25,156,F,1,valido,
